gunning_fog,pos,neg,neu,Citations,Times Cited,Number Authors,Journal Impact Factor,wc,sc,wps,dic,sixltr,insight,cause,discrep,tentat,certain,quant,numbers,jargon,Retracted
13.86,0.04,0.028,0.933,15,31,4,10.79,5474,313,17.488817891373802,0.30854950675922543,1374,0.16057727438801608,0.19254658385093168,0.06777493606138107,0.19583485568140305,0.12331019364267448,0.15016441359152358,0.08403361344537816,0.6914504932407746,True
14.31,0.041,0.058,0.901,2,80,2,2.766,11386,612,18.60457516339869,0.3355875636746882,3886,0.11883014227999295,0.17732302828034427,0.04119093623748464,0.18232917618127525,0.1037238714210434,0.1289302652380116,0.038907430177410864,0.6644124363253118,True
12.94,0.064,0.05,0.8859999999999999,11,25,3,2.109,5726,724,7.908839779005524,0.3663988822913029,1929,0.18843870066363955,0.20572825707300035,0.0829549423681453,0.20764931889626267,0.13307719175689836,0.16765630457561995,0.05990220048899755,0.6336011177086971,True
14.32,0.071,0.076,0.853,0,69,2,1.245,9906,529,18.725897920604915,0.3692711487987079,3691,0.12860892388451445,0.1732283464566929,0.042903290934787,0.19261053906723202,0.11185140318998586,0.15899454875832827,0.04906117504542702,0.6307288512012921,True
13.65,0.09,0.03,0.88,8,29,5,2.219,8756,551,15.891107078039928,0.3113293741434445,2660,0.13373686614892644,0.16845591594335313,0.05984467793513019,0.17587939698492466,0.10290086797624486,0.13693467336683418,0.04282777523983554,0.6886706258565556,True
14.97,0.056,0.035,0.909,6,13,5,0.0,1614,82,19.682926829268293,0.3141263940520446,620,0.09231722428748453,0.14188351920693928,0.04522924411400248,0.19888475836431227,0.08178438661710037,0.11214374225526642,0.04089219330855018,0.6858736059479553,True
11.8,0.043,0.061,0.8959999999999999,0,57,5,2.615,7662,473,16.198731501057082,0.35264943878882793,2307,0.15531192900026106,0.2298355520751762,0.06825894022448446,0.19955625163142784,0.1016705820934482,0.14447924823805794,0.06825894022448446,0.6473505612111721,True
16.67,0.087,0.064,0.85,0,113,3,1.245,6527,338,19.310650887573964,0.3548337674276084,2529,0.13068791175118738,0.1761912057606864,0.04473724528880037,0.1939635360808948,0.10540830396813236,0.1481538225831163,0.04780144017159491,0.6451662325723916,True
16.01,0.062,0.028,0.91,0,14,11,0.0,1888,88,21.454545454545453,0.3432203389830508,705,0.10858050847457627,0.1853813559322034,0.04766949152542373,0.2129237288135593,0.09322033898305083,0.1239406779661017,0.04396186440677966,0.6567796610169492,True
14.33,0.055,0.014,0.93,3,31,4,0.0,3147,223,14.112107623318384,0.338417540514776,1201,0.11630123927550047,0.1855735621226565,0.05560851604702892,0.21671433110899269,0.10740387670797584,0.13663806800127104,0.05338417540514776,0.661582459485224,True
11.55,0.063,0.051,0.8859999999999999,3,15,9,0.0,5040,315,16.0,0.32142857142857145,1513,0.13214285714285715,0.19365079365079368,0.046825396825396826,0.1845238095238096,0.11964285714285715,0.14285714285714285,0.04345238095238095,0.6785714285714286,True
12.85,0.05,0.077,0.873,0,45,3,0.0,4438,269,16.49814126394052,0.3436232537178909,1443,0.13677332131590805,0.2021180712032447,0.05024785939612438,0.19400630914826492,0.10297431275349256,0.13744930148715634,0.04641730509238395,0.6563767462821091,True
13.65,0.053,0.034,0.913,4,45,9,8.44,3164,200,15.82,0.36219974715549935,1046,0.15960809102402024,0.1836283185840708,0.07206068268015171,0.19405815423514536,0.1529709228824273,0.17414664981036662,0.051833122629582805,0.6378002528445006,True
11.98,0.064,0.008,0.928,0,1,5,2.475,6275,338,18.56508875739645,0.3654183266932271,1876,0.11745019920318725,0.199203187250996,0.046215139442231074,0.21099601593625492,0.11298804780876495,0.16350597609561754,0.04541832669322709,0.6345816733067728,True
11.65,0.063,0.021,0.916,75,75,13,0.0,15665,1061,14.764373232799244,0.3190552186402809,4945,0.13520587296520906,0.1878072135333546,0.06530481966166614,0.1975742100223428,0.11209703159910628,0.14356846473029045,0.06785828279604213,0.6809447813597191,True
11.06,0.063,0.019,0.918,17,48,4,2.766,9174,544,16.863970588235293,0.28885982123392195,3228,0.14541094397209506,0.17549596686287333,0.07270547198604753,0.1748419446261173,0.13069544364508393,0.15467625899280574,0.057444953128406376,0.711140178766078,True
10.81,0.038,0.035,0.927,11,28,7,2.766,9334,595,15.687394957983193,0.28819370044996784,2840,0.12706235268909366,0.1736661667023784,0.04788943646882365,0.16327405185343905,0.1017784443968288,0.12245553889007928,0.0503535461752732,0.7118062995500322,True
13.76,0.033,0.055,0.912,0,39,1,1.327,5100,235,21.70212765957447,0.34137254901960784,1495,0.12333333333333335,0.18980392156862744,0.04588235294117647,0.17431372549019608,0.10137254901960784,0.12941176470588234,0.04725490196078432,0.6586274509803922,True
11.3,0.076,0.116,0.807,0,-1,4,2.475,12210,683,17.87701317715959,0.3812448812448813,2929,0.16617526617526618,0.19524979524979524,0.06535626535626536,0.20286650286650287,0.13407043407043406,0.1742833742833743,0.050532350532350535,0.6187551187551188,True
12.96,0.073,0.037000000000000005,0.89,7,21,7,3.955,9165,554,16.54332129963899,0.4088379705400982,2769,0.1347517730496454,0.20305510092744136,0.044080741953082384,0.2581560283687943,0.10954719039825422,0.14729950900163666,0.05771958537915985,0.5911620294599018,True
17.11,0.068,0.04,0.892,2,30,6,2.8710000000000004,2019,121,16.68595041322314,0.35562159484893513,763,0.11639425458147598,0.17038137691926694,0.05794947994056464,0.2050520059435364,0.10946012877662208,0.1644378405151065,0.04606240713224369,0.6443784051510648,True
11.35,0.037000000000000005,0.041,0.922,0,-1,5,0.0,501,56,8.946428571428571,0.3333333333333333,138,0.1377245508982036,0.15568862275449102,0.06986027944111776,0.187624750499002,0.11177644710578842,0.14770459081836326,0.07385229540918163,0.6666666666666667,True
13.68,0.08,0.025,0.8959999999999999,0,40,2,2.766,9360,449,20.846325167037858,0.3073717948717949,2587,0.1092948717948718,0.16602564102564102,0.04807692307692308,0.1898504273504273,0.10267094017094017,0.13034188034188035,0.05427350427350428,0.6926282051282051,True
12.37,0.083,0.087,0.83,8,61,3,0.0,6456,350,18.445714285714285,0.3578066914498141,2211,0.11880421313506816,0.17487608426270138,0.050030978934324656,0.2053903345724907,0.09417596034696406,0.13909541511771994,0.035625774473358116,0.6421933085501859,True
16.21,0.053,0.015,0.932,15,24,2,0.0,8507,518,16.422779922779924,0.3210297402139415,2610,0.15622428588221465,0.2132361584577407,0.08016927236393558,0.2171153167979311,0.1333019865992712,0.16598095685905725,0.0417303397202304,0.6789702597860585,True
12.24,0.084,0.058,0.858,5,23,3,2.9610000000000003,4972,432,11.50925925925926,0.3907884151246983,1360,0.15989541432019308,0.21962992759452932,0.06516492357200322,0.21962992759452932,0.12349155269509253,0.18161705551086085,0.05772325020112633,0.6092115848753017,True
11.73,0.046,0.042,0.912,13,29,4,2.766,8957,525,17.06095238095238,0.3651892374679022,2824,0.15005024003572626,0.20676565814446804,0.06843809311153289,0.2364631014848721,0.11510550407502512,0.14044881098582115,0.06676342525399129,0.6348107625320978,True
19.99,0.063,0.027000000000000003,0.91,0,13,3,2.2840000000000003,5410,668,8.098802395209582,0.3256931608133087,1779,0.13382624768946394,0.18613678373382625,0.05378927911275416,0.1866913123844732,0.08927911275415898,0.11682070240295747,0.03974121996303144,0.6743068391866913,True
13.01,0.052000000000000005,0.022,0.926,11,106,3,3.9019999999999997,8959,571,15.690017513134851,0.416341109498828,2766,0.1785913606429289,0.2320571492354057,0.0697622502511441,0.2421029132715705,0.1387431632994754,0.1880790266770845,0.06641366223908918,0.5836588905011719,True
16.65,0.045,0.006,0.949,42,38,12,41.577,5969,318,18.770440251572328,0.3097671301725582,1808,0.13117775171720555,0.17373094320656726,0.04389344948902664,0.18059976545485007,0.10537778522365557,0.13117775171720555,0.04657396548835651,0.6902328698274418,True
16.47,0.067,0.111,0.8220000000000001,0,14,4,4.122,2534,176,14.397727272727273,0.3184688239936859,683,0.16771902131018154,0.2091554853985793,0.11089187056037884,0.22257300710339384,0.14009471191791634,0.1685082872928177,0.07261247040252565,0.6815311760063141,True
14.03,0.041,0.052000000000000005,0.907,4,77,6,3.205,20635,1054,19.57779886148008,0.33288102738066394,7144,0.12973103949600193,0.1742670220499152,0.05199903077295857,0.18265083595832324,0.10763266295129634,0.1404894596559244,0.043082141991761566,0.6671189726193361,True
13.28,0.044,0.065,0.89,32,34,9,2.766,4651,589,7.896434634974532,0.3465921307245753,1561,0.16577080197806926,0.16942592990754676,0.09094818318641153,0.20705224682863896,0.1526553429370028,0.2029671038486347,0.07589765641797462,0.6534078692754246,True
14.92,0.069,0.099,0.8320000000000001,0,39,4,0.0,3126,242,12.917355371900827,0.3291746641074856,1058,0.12092130518234165,0.1653870761356366,0.05534229046705055,0.17402431222008954,0.1055662188099808,0.14651311580294304,0.04222648752399232,0.6708253358925145,True
13.77,0.059,0.053,0.888,3,16,4,0.0,1351,77,17.545454545454547,0.3042190969652109,498,0.0932642487046632,0.13027387120651368,0.037749814951887485,0.17394522575869725,0.07623982235381199,0.11843079200592152,0.03997039230199852,0.695780903034789,True
11.12,0.094,0.046,0.86,2,68,3,2.404,4697,379,12.393139841688654,0.3191398765169257,1575,0.14881839472003405,0.17543112625079835,0.07196082605918673,0.18245688737492016,0.10730253353204174,0.1432829465616351,0.04662550564189909,0.6808601234830742,True
15.66,0.034,0.036000000000000004,0.929,6,55,5,2.766,5826,300,19.42,0.33007209062821835,1637,0.12615859938208032,0.18537590113285274,0.0542396155166495,0.19309989701338826,0.1151733607964298,0.15087538619979401,0.05973223480947476,0.6699279093717816,True
11.81,0.064,0.034,0.901,3,24,2,0.0,2616,194,13.484536082474227,0.3474770642201835,870,0.1804281345565749,0.191131498470948,0.09900611620795106,0.19495412844036691,0.12729357798165136,0.17469418960244648,0.06689602446483181,0.6525229357798166,True
13.71,0.055,0.028,0.917,22,21,7,4.269,3096,173,17.895953757225435,0.3375322997416021,896,0.14308785529715762,0.1821705426356589,0.07784237726098191,0.20704134366925064,0.12177002583979328,0.14373385012919895,0.06233850129198967,0.6624677002583979,True
14.17,0.049,0.021,0.93,31,73,3,4.691,4048,298,13.583892617449665,0.2954545454545455,1433,0.1432806324110672,0.15760869565217392,0.06324110671936757,0.15933794466403162,0.0941205533596838,0.1183300395256917,0.045701581027667984,0.7045454545454546,True
13.24,0.08,0.054000000000000006,0.866,7,35,3,0.0,4397,236,18.63135593220339,0.35774391630657265,1660,0.10962019558790084,0.184671366841028,0.04002729133500114,0.1885376392995224,0.09529224471230384,0.13213554696383895,0.03365931316806914,0.6422560836934273,True
13.27,0.038,0.06,0.902,309,28,14,41.577,220,13,16.923076923076927,0.2818181818181818,60,0.14545454545454545,0.18181818181818185,0.05,0.14545454545454545,0.11818181818181818,0.15,0.045454545454545456,0.7181818181818183,True
14.38,0.12,0.023,0.857,12,74,11,2.766,12090,500,24.18,0.3279569892473118,3673,0.1109181141439206,0.16823821339950373,0.043755169561621184,0.19859387923904054,0.09330024813895782,0.13440860215053765,0.04168734491315137,0.6720430107526882,True
11.6,0.069,0.027000000000000003,0.904,2,28,5,2.7689999999999997,6008,300,20.026666666666667,0.28828229027962715,1433,0.14280958721704395,0.16594540612516645,0.061251664447403466,0.15878828229027964,0.10818908122503328,0.13715046604527298,0.06724367509986684,0.7117177097203728,True
10.48,0.032,0.046,0.923,0,49,3,2.766,7389,682,10.834310850439882,0.3373934226552984,2289,0.14020841791852753,0.19569630531871696,0.07213425362024631,0.2210041954256327,0.1296521856814183,0.16524563540397888,0.06969820002706728,0.6626065773447016,True
16.56,0.026,0.036000000000000004,0.938,3,14,6,0.0,1128,54,20.88888888888889,0.3023049645390071,440,0.09219858156028367,0.13652482269503546,0.03900709219858156,0.1799645390070922,0.07180851063829788,0.10460992907801417,0.030141843971631208,0.6976950354609929,True
10.54,0.07,0.037000000000000005,0.893,3,4,3,0.0,7818,483,16.186335403726712,0.3614735226400614,2364,0.12727040163724734,0.20120235354310564,0.06050140700946534,0.2264006139677667,0.10232796111537476,0.13520081862368893,0.04796623177283193,0.6385264773599386,True
15.02,0.043,0.016,0.94,9,65,7,2.766,13851,2250,6.1560000000000015,0.2913147065193849,5114,0.1171756551873511,0.1643202656847881,0.06187278896830554,0.1670637499097538,0.10966717204533967,0.1352248935094939,0.05667460833152841,0.7086852934806152,True
13.47,0.103,0.051,0.846,11,24,4,2.05,4020,229,17.554585152838428,0.3077114427860697,1732,0.12164179104477613,0.15646766169154228,0.03582089552238806,0.1708955223880597,0.0873134328358209,0.11144278606965173,0.034328358208955224,0.6922885572139303,True
14.74,0.101,0.04,0.8590000000000001,2,32,3,3.5389999999999997,6115,796,7.682160804020102,0.446443172526574,1776,0.18103025347506133,0.2789860997547016,0.09844644317252656,0.26279640228945217,0.1409648405560098,0.17955846279640228,0.0580539656582175,0.5535568274734259,True
15.36,0.04,0.029,0.931,0,4,4,0.0,1610,83,19.397590361445786,0.3204968944099379,608,0.0906832298136646,0.17080745341614906,0.03229813664596273,0.1919254658385093,0.07267080745341616,0.11490683229813665,0.02795031055900621,0.6795031055900621,True
12.12,0.07200000000000001,0.042,0.887,4,22,2,0.0,2647,165,16.042424242424246,0.33660748016622594,859,0.11938043067623726,0.15829240649792214,0.05251227805062335,0.1843596524367208,0.10766905931242916,0.1488477521722705,0.04646769928220626,0.6633925198337739,True
18.65,0.05,0.053,0.898,3,8,2,0.0,2776,216,12.851851851851851,0.3252881844380404,913,0.1239193083573487,0.15129682997118155,0.05079250720461096,0.17110951008645536,0.10518731988472622,0.14661383285302593,0.042146974063400566,0.6747118155619596,True
13.72,0.064,0.031,0.904,2,32,4,0.0,3502,193,18.145077720207254,0.33238149628783553,1309,0.11136493432324386,0.15962307252998287,0.04283266704740148,0.1927470017133067,0.10508280982295833,0.13306681896059394,0.04683038263849229,0.6676185037121645,True
13.46,0.08,0.019,0.901,5,33,1,0.0,8412,414,20.318840579710145,0.3516405135520685,2833,0.1613171659533999,0.1792677127912506,0.0877318116975749,0.2111269614835949,0.13445078459343796,0.16428911079410366,0.10223490252020924,0.6483594864479315,True
15.05,0.062,0.029,0.909,8,15,7,0.0,1969,112,17.580357142857142,0.4022346368715084,643,0.13306246825799894,0.20873539867953275,0.06145251396648045,0.2564753682072118,0.1234128999492128,0.16353478923311324,0.06602336211274759,0.5977653631284916,True
15.14,0.053,0.042,0.905,0,30,5,0.0,3190,220,14.5,0.3564263322884013,1004,0.1592476489028213,0.20344827586206896,0.07021943573667712,0.20407523510971787,0.13824451410658306,0.16614420062695925,0.04576802507836991,0.6435736677115987,True
11.48,0.052000000000000005,0.068,0.88,2,8,3,0.0,978,67,14.597014925373134,0.28629856850715746,347,0.10020449897750512,0.1359918200408998,0.05828220858895705,0.18813905930470348,0.07668711656441718,0.10633946830265847,0.04396728016359918,0.7137014314928425,True
10.62,0.039,0.026,0.935,0,103,4,1.742,20477,1993,10.274460612142498,0.32338721492406114,6623,0.16423304194950433,0.19294818576939984,0.062020803828685835,0.21443570835571613,0.12233237290618745,0.14806856473116178,0.05254675977926454,0.6766127850759389,True
13.18,0.053,0.044,0.902,5,39,7,3.8280000000000003,8331,432,19.284722222222214,0.3389749129756332,2748,0.18557196014884167,0.19169367422878408,0.1019085343896291,0.20789821149921972,0.1486016084503661,0.16840715400312087,0.07658144280398511,0.6610250870243668,True
12.1,0.048,0.036000000000000004,0.917,5,40,7,5.638,7263,346,20.99132947976879,0.3246592317224288,2369,0.15847445958970122,0.2127220156959934,0.0721464959383175,0.20542475561062928,0.13947404653724355,0.1389233099270274,0.050392399834779014,0.6753407682775712,True
12.88,0.071,0.028,0.9,2,42,8,2.766,4798,370,12.967567567567567,0.3632763651521467,1640,0.18257607336390164,0.1979991663192997,0.0783659858274281,0.2184243434764485,0.1452688620258441,0.18299291371404752,0.05814922884535222,0.6367236348478533,True
14.44,0.078,0.061,0.861,4,16,7,0.0,3610,267,13.52059925093633,0.3349030470914127,1193,0.12853185595567868,0.16537396121883655,0.05401662049861496,0.18670360110803325,0.10193905817174516,0.14459833795013852,0.052908587257617726,0.6650969529085873,True
17.42,0.051,0.063,0.8859999999999999,5,34,8,0.0,2693,185,14.556756756756757,0.34385443743037497,881,0.10954326030449313,0.16895655402896398,0.05087263275157817,0.19643520237653173,0.10100259933160044,0.13070924619383587,0.03713330857779428,0.656145562569625,True
12.08,0.123,0.028,0.8490000000000001,0,52,2,0.0,3686,311,11.85209003215434,0.3811720021703744,1614,0.11177428106348346,0.18421052631578946,0.03716766142159523,0.1991318502441672,0.08627238198589257,0.11475854584915895,0.03988062940857298,0.6188279978296256,True
14.75,0.062,0.017,0.921,2,22,6,0.0,8096,375,21.58933333333333,0.4367588932806324,2691,0.19503458498023715,0.26679841897233203,0.08263339920948616,0.29051383399209485,0.15550889328063242,0.18453557312252966,0.0916501976284585,0.5632411067193677,True
15.45,0.076,0.037000000000000005,0.888,2,34,2,0.0,4471,203,22.024630541871918,0.3762021919033773,1592,0.1120554685752628,0.22254529188101094,0.04495638559606352,0.18228584209349136,0.09796466114963097,0.1583538358309103,0.03981212256765825,0.6237978080966227,True
15.59,0.047,0.01,0.943,7,44,5,3.677,10597,1286,8.240279937791602,0.3555723317920166,3181,0.13683117863546287,0.20921015381711805,0.07030291591959989,0.21213551005001416,0.1149381900537888,0.15919599886760405,0.06869868830801171,0.6444276682079835,True
15.77,0.076,0.057,0.867,4,28,3,0.0,4787,1116,4.289426523297491,0.3108418633799875,1529,0.12241487361604345,0.15437643618132446,0.05828284938374765,0.17484854815124296,0.10173386254439104,0.13682891163567998,0.05222477543346564,0.6891581366200126,True
15.17,0.158,0.025,0.8170000000000001,2,43,1,3.5189999999999997,2182,142,15.366197183098592,0.3327222731439047,852,0.11961503208065995,0.1934005499541705,0.06324472960586618,0.2227314390467461,0.1090742438130156,0.15032080659945005,0.0462878093492209,0.6672777268560953,True
13.5,0.071,0.046,0.883,6,44,10,2.766,5739,396,14.492424242424242,0.3378637393274089,1874,0.12406342568391705,0.15455654295173374,0.06377417668583378,0.17616309461578672,0.12545739675901724,0.1693674856246733,0.0494859731660568,0.6621362606725911,True
12.65,0.099,0.034,0.867,3,15,6,2.766,3932,346,11.364161849710984,0.3578331637843337,1413,0.1309766022380468,0.1943031536113937,0.0422177009155646,0.20167853509664294,0.09155645981688708,0.12843336724313326,0.03204476093591048,0.6421668362156663,True
14.62,0.065,0.095,0.8390000000000001,5,30,8,4.209,3003,252,11.916666666666664,0.3523143523143523,1003,0.14352314352314352,0.1684981684981685,0.050616050616050616,0.19047619047619047,0.12753912753912755,0.1635031635031635,0.06593406593406594,0.6476856476856476,True
11.36,0.065,0.052000000000000005,0.883,27,46,8,3.8569999999999998,13870,851,16.29847238542891,0.3408074981975487,4732,0.18276856524873827,0.2258832011535689,0.10699351117519827,0.22819033886085074,0.15558759913482334,0.1729632299927902,0.06539293439077144,0.6591925018024514,True
10.45,0.069,0.019,0.912,9,32,2,0.0,6407,378,16.94973544973545,0.34836897143749024,2282,0.12392695489308568,0.18604651162790692,0.051818323708443886,0.2249102544092399,0.10753862962384893,0.1425003901982207,0.045887310753862966,0.6516310285625098,True
14.52,0.09,0.057,0.852,74,6,2,0.0,8283,426,19.443661971830984,0.4807436918990704,2185,0.18085234818302548,0.23264517686828445,0.09489315465411084,0.2757455028371363,0.14632379572618615,0.19739224918507786,0.06398647832910781,0.5192563081009296,True
13.28,0.105,0.128,0.767,7,42,1,0.0,2183,120,18.191666666666666,0.36601007787448464,711,0.12872194228126432,0.1910215300045809,0.06550618415025193,0.22079706825469536,0.1076500229042602,0.15025194686211635,0.04260192395785616,0.6339899221255154,True
13.22,0.08,0.064,0.856,4,28,5,3.96,5331,320,16.659375,0.30650909773025703,1562,0.13355843181391858,0.16019508534984056,0.05777527668354905,0.16582254736447194,0.09904333145751266,0.1427499531044832,0.05327330707184393,0.6934909022697431,True
13.67,0.045,0.043,0.912,11,18,5,0.0,4253,540,7.875925925925926,0.3397601692922643,1344,0.12673407006818715,0.15824124147660476,0.05995767693392898,0.18151892781565954,0.11262638137785093,0.15377380672466495,0.06301434281683517,0.6602398307077357,True
12.87,0.048,0.08,0.872,0,13,10,1.469,2776,206,13.475728155339803,0.3015129682997118,883,0.14877521613832853,0.1707492795389049,0.07312680115273776,0.17507204610951008,0.10446685878962536,0.138328530259366,0.06304034582132564,0.6984870317002883,True
16.5,0.032,0.061,0.907,3,18,4,0.0,1613,74,21.797297297297305,0.35337879727216365,596,0.12213267203967762,0.16181029138251704,0.04587724736515809,0.2287662740235586,0.08803471791692498,0.12027278363298202,0.0347179169249845,0.6466212027278364,True
14.49,0.116,0.039,0.845,13,50,3,5.294,4067,221,18.40271493212669,0.33956233095647903,1651,0.10966314236537987,0.16375706909269733,0.0543398082124416,0.19670518809933613,0.09786083107941973,0.13720186869928694,0.040816326530612235,0.660437669043521,True
15.35,0.046,0.038,0.916,5,12,3,2.766,2729,132,20.674242424242426,0.3224624404543789,1063,0.10699890069622572,0.16599486991572004,0.02894833272260901,0.1964089410040308,0.08684499816782704,0.10919750824477832,0.03224624404543789,0.6775375595456211,True
9.82,0.05,0.037000000000000005,0.914,23,77,9,2.766,11458,762,15.036745406824148,0.3441263745854425,3549,0.16765578635014836,0.20736603246639904,0.08238785128294641,0.18441263745854425,0.11947983941351024,0.15631000174550533,0.06632920230406703,0.6558736254145575,True
12.43,0.041,0.041,0.917,17,52,7,2.766,10629,642,16.55607476635514,0.35167936776742875,3123,0.17631009502305015,0.22146956439928492,0.08627340295418195,0.2289020604007903,0.13434942139429862,0.17631009502305015,0.052591965377740135,0.6483206322325712,True
13.49,0.07200000000000001,0.063,0.865,9,34,10,1.564,3149,295,10.67457627118644,0.2915211178151794,889,0.12257859637980313,0.15433470943156558,0.0631946649730073,0.1727532550015878,0.10892346776754523,0.14131470308034294,0.04953953636074945,0.7084788821848206,True
14.52,0.035,0.042,0.923,16,39,6,5.638,7047,339,20.787610619469028,0.3038172271888747,2393,0.14431673052362706,0.19284802043422733,0.07109408258833548,0.19355754221654609,0.12161203348942813,0.1335319994323826,0.05576841209025117,0.6961827728111253,True
13.75,0.07200000000000001,0.037000000000000005,0.8909999999999999,2,39,4,0.0,5110,269,18.99628252788104,0.3755381604696673,1590,0.16614481409001958,0.2506849315068493,0.08845401174168298,0.2356164383561644,0.13835616438356166,0.16634050880626222,0.07045009784735813,0.6244618395303327,True
12.16,0.053,0.053,0.895,0,24,3,0.0,6023,299,20.1438127090301,0.379213016769052,2067,0.08235098787979413,0.1894404781670264,0.039349161547401625,0.21783164535945546,0.06674414743483315,0.11688527311970776,0.03735679893740661,0.620786983230948,True
13.77,0.053,0.122,0.825,8,43,4,0.0,8496,1230,6.9073170731707325,0.4153719397363465,2854,0.1757297551789077,0.1754943502824859,0.05967514124293785,0.2013888888888889,0.12535310734463276,0.1594868173258004,0.049199623352165725,0.5846280602636535,True
13.71,0.054000000000000006,0.039,0.907,7,37,4,2.766,5118,328,15.603658536585364,0.2907385697538101,1674,0.11567018366549435,0.1541617819460727,0.050410316529894486,0.15064478311840562,0.1066822977725674,0.129347401328644,0.04591637358343103,0.7092614302461899,True
11.01,0.029,0.083,0.888,24,36,8,2.766,4825,379,12.730870712401053,0.2862176165803109,1534,0.12704663212435233,0.15606217616580312,0.058652849740932635,0.1821761658031088,0.103419689119171,0.11689119170984455,0.06300518134715026,0.7137823834196891,True
16.91,0.047,0.021,0.932,4,38,4,3.52,1639,96,17.072916666666668,0.34716290420988405,633,0.10799267846247712,0.16900549115314215,0.04942037827943868,0.20134228187919465,0.11226357535082368,0.16595485051860892,0.039658328248932284,0.652837095790116,True
13.87,0.068,0.045,0.887,0,17,2,1.324,3437,309,11.122977346278317,0.3372126854815246,1161,0.13296479487925514,0.1783532150130928,0.06546406750072738,0.19115507710212395,0.11899912714576664,0.1550771021239453,0.07710212394530114,0.6627873145184754,True
11.74,0.062,0.112,0.826,15,62,4,2.766,11602,773,15.009055627425615,0.3031373901051543,3767,0.1429925874849164,0.16824685399069125,0.059903464919841415,0.15928288226167905,0.11903120151697985,0.1323909670746423,0.05447336666092053,0.6968626098948457,True
13.17,0.06,0.039,0.901,7,68,6,2.173,6881,394,17.46446700507614,0.3189943322191542,2182,0.14343845371312308,0.17570120622002616,0.07469844499346025,0.16610957709635227,0.11277430606016567,0.15593663711669814,0.05813108559802355,0.6810056677808458,True
13.51,0.073,0.025,0.902,0,24,4,0.0,3040,176,17.272727272727273,0.35723684210526313,833,0.09703947368421052,0.21480263157894736,0.03618421052631579,0.21414473684210528,0.09572368421052632,0.12335526315789473,0.03651315789473685,0.6427631578947368,True
12.99,0.078,0.08,0.843,0,54,8,2.766,9650,762,12.664041994750654,0.3425906735751295,2962,0.1443523316062176,0.19409326424870466,0.0594818652849741,0.19647668393782386,0.1278756476683938,0.15658031088082902,0.05772020725388601,0.6574093264248705,True
15.08,0.07400000000000001,0.076,0.85,9,19,1,0.0,4467,184,24.27717391304348,0.3107230803671368,1483,0.1134989926124916,0.13364674278038952,0.048354600402955,0.17192746809939558,0.09670920080591,0.13498992612491606,0.03559435862995298,0.6892769196328632,True
11.91,0.059,0.07200000000000001,0.87,8,10,4,1.1840000000000002,4349,296,14.692567567567568,0.32559209013566337,1034,0.1315244883881352,0.19498735341457807,0.05288572085536905,0.2078638767532766,0.11611864796504945,0.15175902506323294,0.04276845251782019,0.6744079098643366,True
11.7,0.087,0.031,0.882,2,146,5,0.0,15586,792,19.67929292929293,0.3472346978057231,6136,0.11876042602335428,0.18798922109585525,0.05434364172975748,0.20653150263056588,0.10900808417810856,0.1442320030796869,0.044783780315667904,0.652765302194277,True
19.57,0.054000000000000006,0.171,0.7759999999999999,7,54,4,2.766,8271,460,17.980434782608697,0.3508644662072301,2843,0.1357756014992141,0.15765929150042315,0.05622052956111717,0.1708378672470076,0.1008342401160682,0.14810784669326565,0.05090073751662435,0.6491355337927699,True
12.79,0.101,0.036000000000000004,0.863,5,39,2,0.0,5101,275,18.54909090909091,0.4330523426779063,1490,0.14977455400901785,0.2172123113115076,0.05116643795334248,0.2352479905900804,0.13997255440109782,0.14977455400901785,0.042736718290531266,0.5669476573220937,True
12.46,0.047,0.051,0.901,0,18,8,0.0,2246,148,15.175675675675675,0.3254674977738201,714,0.13134461264470168,0.1611754229741763,0.04007123775601069,0.18076580587711488,0.09572573463935886,0.12377560106856635,0.040516473731077474,0.6745325022261799,True
13.42,0.051,0.038,0.911,0,32,5,1.859,4004,273,14.666666666666664,0.3474025974025974,1284,0.13536463536463536,0.18206793206793206,0.05744255744255744,0.17757242757242758,0.12037962037962036,0.16783216783216784,0.06443556443556442,0.6525974025974026,True
14.63,0.07200000000000001,0.015,0.913,0,10,2,0.0,867,54,16.055555555555557,0.35870818915801617,237,0.12572087658592848,0.2029988465974625,0.06228373702422145,0.21914648212226068,0.13494809688581316,0.1637831603229527,0.050749711649365634,0.6412918108419838,True
12.27,0.053,0.073,0.875,5,34,5,2.766,7035,350,20.1,0.3646055437100213,1815,0.2125088841506752,0.2297085998578536,0.09950248756218906,0.2260127931769723,0.17540867093105894,0.19673063255152806,0.10987917555081736,0.6353944562899787,True
12.53,0.057,0.026,0.916,42,51,5,11.561,11514,686,16.784256559766764,0.41566788257773146,3232,0.1441723119680389,0.2627236407851312,0.14460656591974988,0.2781830814660413,0.1024839326037867,0.23076254993920445,0.14382490880667015,0.5843321174222685,True
10.91,0.062,0.054000000000000006,0.884,4,29,15,5.584,5155,300,17.183333333333334,0.2820562560620756,1849,0.11057225994180407,0.17594568380213385,0.05121241513094083,0.17070805043646944,0.0921435499515034,0.11173617846750727,0.05198836081474297,0.7179437439379244,True
